MaxQdiagonal,MaxQcol,MaxQrow,blocked/n^2,n,class
0.8380952380952381,0.9571428571428572,0.9428571428571428,0.8775510204081632,70,queen4
0.843956043956044,0.9571428571428572,0.9428571428571428,0.8777551020408163,70,queen4
0.8423469387755103,0.9571428571428572,0.9571428571428572,0.8779591836734694,70,queen4
0.843956043956044,0.9571428571428572,0.9714285714285714,0.8781632653061224,70,queen4
0.8423469387755103,0.9714285714285714,0.9857142857142858,0.8783673469387755,70,queen4
0.843956043956044,0.9571428571428572,0.9857142857142858,0.8785714285714286,70,queen4
0.8370535714285714,0.9571428571428572,0.9857142857142858,0.8787755102040816,70,queen4
0.8423469387755103,0.9714285714285714,0.9571428571428572,0.8789795918367347,70,queen4
0.8441558441558442,0.9714285714285714,0.9571428571428572,0.8791836734693877,70,queen4
0.8336134453781513,0.9571428571428572,0.9428571428571428,0.8793877551020408,70,queen4
0.8336134453781513,0.9714285714285714,0.9714285714285714,0.8795918367346939,70,queen11
0.843956043956044,0.9571428571428572,0.9714285714285714,0.8797959183673469,70,queen4
0.8441558441558442,0.9571428571428572,0.9428571428571428,0.88,70,queen4
0.8441558441558442,0.9571428571428572,0.9714285714285714,0.8802040816326531,70,queen11
0.8446428571428571,0.9571428571428572,0.9714285714285714,0.8804081632653061,70,queen4
0.843956043956044,0.9428571428571428,0.9571428571428572,0.8806122448979592,70,queen11
0.8446428571428571,0.9428571428571428,0.9571428571428572,0.8808163265306123,70,queen4
0.843956043956044,0.9571428571428572,0.9714285714285714,0.8810204081632653,70,queen4
0.8421428571428572,0.9571428571428572,0.9571428571428572,0.8812244897959184,70,queen4
0.843956043956044,0.9714285714285714,0.9571428571428572,0.8814285714285715,70,queen4
0.8441558441558442,0.9714285714285714,0.9571428571428572,0.8816326530612245,70,queen11
0.8446428571428571,0.9714285714285714,0.9428571428571428,0.8818367346938776,70,queen4
0.8380952380952381,0.9571428571428572,0.9571428571428572,0.8820408163265306,70,queen4
0.8446428571428571,0.9714285714285714,0.9857142857142858,0.8822448979591837,70,queen11
0.8441558441558442,0.9857142857142858,0.9428571428571428,0.8824489795918368,70,queen4
0.84,0.9571428571428572,0.9571428571428572,0.8826530612244898,70,queen11
0.8446428571428571,0.9714285714285714,0.9857142857142858,0.8828571428571429,70,queen4
0.8446428571428571,0.9571428571428572,0.9571428571428572,0.883061224489796,70,queen11
0.8446428571428571,0.9857142857142858,0.9571428571428572,0.883265306122449,70,queen11
0.8423469387755103,0.9571428571428572,0.9571428571428572,0.8834693877551021,70,queen4
0.8441558441558442,0.9571428571428572,0.9571428571428572,0.8836734693877552,70,queen4
0.8446428571428571,0.9571428571428572,0.9571428571428572,0.8838775510204082,70,queen11
0.8446428571428571,0.9857142857142858,0.9857142857142858,0.8840816326530613,70,queen11
0.8421428571428572,0.9428571428571428,0.9714285714285714,0.8842857142857142,70,queen4
0.8446428571428571,0.9714285714285714,0.9428571428571428,0.8844897959183673,70,queen11
0.8446428571428571,0.9857142857142858,0.9714285714285714,0.8846938775510204,70,queen4
0.8446428571428571,0.9857142857142858,0.9571428571428572,0.8848979591836734,70,queen4
0.8423469387755103,0.9857142857142858,0.9571428571428572,0.8851020408163265,70,queen11
0.8441558441558442,0.9571428571428572,0.9714285714285714,0.8853061224489795,70,queen4
0.84,0.9857142857142858,0.9857142857142858,0.8855102040816326,70,queen11
0.84,0.9571428571428572,0.9571428571428572,0.8857142857142857,70,queen4
0.8446428571428571,0.9571428571428572,0.9571428571428572,0.8859183673469387,70,queen11
0.8421428571428572,0.9714285714285714,0.9714285714285714,0.8861224489795918,70,queen11
0.8446428571428571,0.9857142857142858,0.9571428571428572,0.8863265306122449,70,queen4
0.83125,0.9714285714285714,0.9714285714285714,0.8865306122448979,70,queen4
0.8421428571428572,0.9714285714285714,0.9714285714285714,0.886734693877551,70,queen4
0.83125,0.9714285714285714,0.9714285714285714,0.8869387755102041,70,queen11
0.8380952380952381,0.9714285714285714,0.9571428571428572,0.8871428571428571,70,queen4
0.83125,0.9714285714285714,0.9571428571428572,0.8873469387755102,70,queen11
0.843956043956044,0.9714285714285714,0.9428571428571428,0.8875510204081632,70,queen11
0.8423469387755103,0.9571428571428572,0.9571428571428572,0.8877551020408163,70,queen11
0.8421428571428572,0.9714285714285714,0.9571428571428572,0.8879591836734694,70,queen4
0.843956043956044,0.9571428571428572,0.9571428571428572,0.8881632653061224,70,queen11
0.8446428571428571,1.0,0.9714285714285714,0.8883673469387755,70,queen4
0.8421428571428572,0.9714285714285714,0.9857142857142858,0.8885714285714286,70,queen4
0.8446428571428571,0.9714285714285714,0.9714285714285714,0.8887755102040816,70,queen11
0.8446428571428571,0.9714285714285714,1.0,0.8889795918367347,70,queen4
0.8446428571428571,0.9571428571428572,0.9714285714285714,0.8891836734693878,70,queen11
0.8446428571428571,0.9857142857142858,0.9714285714285714,0.8893877551020408,70,queen4
0.8441558441558442,0.9857142857142858,0.9714285714285714,0.8895918367346939,70,queen11
